193B_P10L1_mutBurden.dat 14.0
193B_P10L2_mutBurden.dat 62.0
193B_P11L1_mutBurden.dat 14.0
193B_P11L2_mutBurden.dat 366.0
193B_P4L1_mutBurden.dat 28.0
193B_P4L3_mutBurden.dat 41.0
193B_P5_mutBurden.dat 15.0
201B_P9_mutBurden.dat 358.0
251B_P15_mutBurden.dat 6.0
L4_mutBurden.dat 35.0
L9_P12L1_mutBurden.dat 31.0
L9_P12L2_mutBurden.dat 13.0
L9_P1_mutBurden.dat 10.0
L9_mutBurden.dat 40.0
